Dialogue_Id,Speaker,Emotion,Emotion_name,Utterance,Annotate(0/1)
1,Joey,0,neutral,Ok!,1
1,Joey,0,neutral,"All right, well...",1
1,Rachel,0,neutral,"Yeah, sure!",0
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,1
2,Chandler,4,joy,Do I ever.,0
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,0
2,Chandler,4,joy,Do I ever.,0
2,Monica,5,sadness,Chris says they're closing down the bar.,1
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,0
2,Chandler,4,joy,Do I ever.,0
2,Monica,5,sadness,Chris says they're closing down the bar.,1
2,Chandler,6,surprise,No way!,0
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,0
2,Chandler,4,joy,Do I ever.,0
2,Monica,5,sadness,Chris says they're closing down the bar.,0
2,Chandler,6,surprise,No way!,1
2,Monica,0,neutral,"Yeah, apparently they're turning it into some kinda coffee place.",0
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,0
2,Chandler,4,joy,Do I ever.,0
2,Monica,5,sadness,Chris says they're closing down the bar.,0
2,Chandler,6,surprise,No way!,0
2,Monica,0,neutral,"Yeah, apparently they're turning it into some kinda coffee place.",1
2,Chandler,2,disgust,Just coffee! Where are we gonna hang out now?,0
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,0
2,Chandler,4,joy,Do I ever.,0
2,Monica,5,sadness,Chris says they're closing down the bar.,1
2,Chandler,6,surprise,No way!,0
2,Monica,0,neutral,"Yeah, apparently they're turning it into some kinda coffee place.",1
2,Chandler,2,disgust,Just coffee! Where are we gonna hang out now?,1
2,Monica,5,sadness,Got me.,0
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,0
2,Chandler,4,joy,Do I ever.,0
2,Monica,5,sadness,Chris says they're closing down the bar.,0
2,Chandler,6,surprise,No way!,0
2,Monica,0,neutral,"Yeah, apparently they're turning it into some kinda coffee place.",0
2,Chandler,2,disgust,Just coffee! Where are we gonna hang out now?,0
2,Monica,5,sadness,Got me.,1
2,Chandler,0,neutral,Can I get a beer.,1
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,0
2,Chandler,4,joy,Do I ever.,0
2,Monica,5,sadness,Chris says they're closing down the bar.,0
2,Chandler,6,surprise,No way!,0
2,Monica,0,neutral,"Yeah, apparently they're turning it into some kinda coffee place.",0
2,Chandler,2,disgust,Just coffee! Where are we gonna hang out now?,0
2,Monica,5,sadness,Got me.,0
2,Chandler,0,neutral,Can I get a beer.,0
2,Monica,0,neutral,"Hey, did you pick a roommate?",1
,,,,,
2,Chandler,0,neutral,"Hey, Mon.",0
2,Monica,0,neutral,Hey-hey-hey. You wanna hear something that sucks.,0
2,Chandler,4,joy,Do I ever.,0
2,Monica,5,sadness,Chris says they're closing down the bar.,0
2,Chandler,6,surprise,No way!,0
2,Monica,0,neutral,"Yeah, apparently they're turning it into some kinda coffee place.",0
2,Chandler,2,disgust,Just coffee! Where are we gonna hang out now?,0
2,Monica,5,sadness,Got me.,0
2,Chandler,0,neutral,Can I get a beer.,0
2,Monica,0,neutral,"Hey, did you pick a roommate?",1
2,Chandler,4,joy,You betcha!,0
,,,,,
3,Phoebe,6,surprise,"Oh my God, oh my God! Poor Monica!",0
3,Chandler,6,surprise,"What, what, what?!",0
3,Phoebe,6,surprise,What?!,1
3,Phoebe,0,neutral,He was with her when he wrote this poem.,0
,,,,,
3,Phoebe,6,surprise,"Oh my God, oh my God! Poor Monica!",0
3,Chandler,6,surprise,"What, what, what?!",0
3,Phoebe,6,surprise,What?!,0
3,Phoebe,0,neutral,He was with her when he wrote this poem.,0
3,Phoebe,0,neutral,"Look,  'My vessel so empty with nothing inside.",1
3,Phoebe,0,neutral,"Now that I've touched you, you seem emptier still.'",1
3,Phoebe,6,surprise,"He thinks Monica is empty, she is the empty vase!",0
,,,,,
3,Phoebe,6,surprise,"Oh my God, oh my God! Poor Monica!",0
3,Chandler,6,surprise,"What, what, what?!",0
3,Phoebe,6,surprise,What?!,0
3,Phoebe,0,neutral,He was with her when he wrote this poem.,0
3,Phoebe,0,neutral,"Look,  'My vessel so empty with nothing inside.",1
3,Phoebe,0,neutral,"Now that I've touched you, you seem emptier still.'",1
3,Phoebe,6,surprise,"He thinks Monica is empty, she is the empty vase!",1
3,Phoebe,5,sadness,"Oh, totally. Oh, God, oh, she seemed so happy too.",0
,,,,,
4,Rachel,6,surprise,Hey!,0
4,Ross,4,joy,Hi!,0
4,Rachel,6,surprise,What are you doing here?,1
4,Ross,0,neutral,"Ah y'know, this building is on my paper route so I...",0
,,,,,
4,Rachel,6,surprise,Hey!,0
4,Ross,4,joy,Hi!,0
4,Rachel,6,surprise,What are you doing here?,0
4,Ross,0,neutral,"Ah y'know, this building is on my paper route so I...",1
4,Rachel,0,neutral,Oh.,0
,,,,,
4,Rachel,6,surprise,Hey!,0
4,Ross,4,joy,Hi!,0
4,Rachel,6,surprise,What are you doing here?,0
4,Ross,0,neutral,"Ah y'know, this building is on my paper route so I...",0
4,Rachel,0,neutral,Oh.,0
4,Ross,0,neutral,Hi.,0
4,Rachel,0,neutral,Hi.,0
4,Ross,0,neutral,How'd did it go?,1
4,Rachel,4,joy,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",1
,,,,,
4,Rachel,6,surprise,Hey!,0
4,Ross,4,joy,Hi!,0
4,Rachel,6,surprise,What are you doing here?,0
4,Ross,0,neutral,"Ah y'know, this building is on my paper route so I...",0
4,Rachel,0,neutral,Oh.,0
4,Ross,0,neutral,Hi.,0
4,Rachel,0,neutral,Hi.,0
4,Ross,0,neutral,How'd did it go?,0
4,Rachel,4,joy,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",1
4,Ross,4,joy,I'm so proud of you.,0
,,,,,
4,Rachel,6,surprise,Hey!,0
4,Ross,4,joy,Hi!,0
4,Rachel,6,surprise,What are you doing here?,0
4,Ross,0,neutral,"Ah y'know, this building is on my paper route so I...",0
4,Rachel,0,neutral,Oh.,0
4,Ross,0,neutral,Hi.,0
4,Rachel,0,neutral,Hi.,0
4,Ross,0,neutral,How'd did it go?,0
4,Rachel,4,joy,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",0
4,Ross,4,joy,I'm so proud of you.,0
4,Rachel,4,joy,Me too!,0
4,Ross,5,sadness,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",1
,,,,,
4,Rachel,6,surprise,Hey!,0
4,Ross,4,joy,Hi!,0
4,Rachel,6,surprise,What are you doing here?,0
4,Ross,0,neutral,"Ah y'know, this building is on my paper route so I...",0
4,Rachel,0,neutral,Oh.,0
4,Ross,0,neutral,Hi.,0
4,Rachel,0,neutral,Hi.,0
4,Ross,0,neutral,How'd did it go?,0
4,Rachel,4,joy,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",0
4,Ross,4,joy,I'm so proud of you.,0
4,Rachel,4,joy,Me too!,0
4,Ross,5,sadness,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",1
4,Rachel,0,neutral,I know.,0
,,,,,
4,Rachel,6,surprise,Hey!,0
4,Ross,4,joy,Hi!,0
4,Rachel,6,surprise,What are you doing here?,0
4,Ross,0,neutral,"Ah y'know, this building is on my paper route so I...",0
4,Rachel,0,neutral,Oh.,0
4,Ross,0,neutral,Hi.,0
4,Rachel,0,neutral,Hi.,0
4,Ross,0,neutral,How'd did it go?,0
4,Rachel,4,joy,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",0
4,Ross,4,joy,I'm so proud of you.,0
4,Rachel,4,joy,Me too!,0
4,Ross,5,sadness,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",0
4,Rachel,0,neutral,I know.,1
4,Ross,0,neutral,Yeah.,0
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",1
5,Joey,0,neutral,Which part exactly?,1
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,1
5,Chandler,0,neutral,The whole thing! Can we go?,0
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,1
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",0
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,0
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",1
5,Chandler,4,joy,"I love the specifics, the specifics were the best part!",1
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,0
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",0
5,Chandler,4,joy,"I love the specifics, the specifics were the best part!",1
5,Joey,0,neutral,"Hey, what about the scene with the kangaroo? Did-did you like that part?",1
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,0
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",0
5,Chandler,4,joy,"I love the specifics, the specifics were the best part!",0
5,Joey,0,neutral,"Hey, what about the scene with the kangaroo? Did-did you like that part?",1
5,Chandler,6,surprise,I was surprised to see a kangaroo in a World War I epic.,0
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,0
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",0
5,Chandler,4,joy,"I love the specifics, the specifics were the best part!",0
5,Joey,0,neutral,"Hey, what about the scene with the kangaroo? Did-did you like that part?",0
5,Chandler,6,surprise,I was surprised to see a kangaroo in a World War I epic.,1
5,Joey,1,anger,You fell asleep!!,0
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,0
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",0
5,Chandler,4,joy,"I love the specifics, the specifics were the best part!",0
5,Joey,0,neutral,"Hey, what about the scene with the kangaroo? Did-did you like that part?",0
5,Chandler,6,surprise,I was surprised to see a kangaroo in a World War I epic.,0
5,Joey,1,anger,You fell asleep!!,0
5,Joey,1,anger,There was no kangaroo!,0
5,Joey,1,anger,They didn't take any of my suggestions!,1
5,Joey,0,neutral,That's for coming buddy.,1
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,0
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",0
5,Chandler,4,joy,"I love the specifics, the specifics were the best part!",0
5,Joey,0,neutral,"Hey, what about the scene with the kangaroo? Did-did you like that part?",0
5,Chandler,6,surprise,I was surprised to see a kangaroo in a World War I epic.,0
5,Joey,1,anger,You fell asleep!!,1
5,Joey,1,anger,There was no kangaroo!,1
5,Joey,1,anger,They didn't take any of my suggestions!,1
5,Joey,0,neutral,That's for coming buddy.,0
5,Joey,0,neutral,I'll see you later.,1
5,Chandler,5,sadness,Don't go!,0
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,0
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",0
5,Chandler,4,joy,"I love the specifics, the specifics were the best part!",0
5,Joey,0,neutral,"Hey, what about the scene with the kangaroo? Did-did you like that part?",0
5,Chandler,6,surprise,I was surprised to see a kangaroo in a World War I epic.,0
5,Joey,1,anger,You fell asleep!!,0
5,Joey,1,anger,There was no kangaroo!,0
5,Joey,1,anger,They didn't take any of my suggestions!,0
5,Joey,0,neutral,That's for coming buddy.,0
5,Joey,0,neutral,I'll see you later.,0
5,Chandler,5,sadness,Don't go!,0
5,Chandler,5,sadness,I'm sorry.,0
5,Chandler,5,sadness,I'm so sorry!,0
5,Chandler,6,surprise,Look!,1
,,,,,
5,Chandler,4,joy,Good job Joe! Well done! Top notch!,0
5,Joey,6,surprise,You liked it? You really liked it?,0
5,Chandler,4,joy,"Oh-ho-ho, yeah!",0
5,Joey,0,neutral,Which part exactly?,0
5,Chandler,0,neutral,The whole thing! Can we go?,0
5,Joey,1,anger,"Oh no-no-no, give me some specifics.",0
5,Chandler,4,joy,"I love the specifics, the specifics were the best part!",0
5,Joey,0,neutral,"Hey, what about the scene with the kangaroo? Did-did you like that part?",0
5,Chandler,6,surprise,I was surprised to see a kangaroo in a World War I epic.,0
5,Joey,1,anger,You fell asleep!!,0
5,Joey,1,anger,There was no kangaroo!,0
5,Joey,1,anger,They didn't take any of my suggestions!,0
5,Joey,0,neutral,That's for coming buddy.,0
5,Joey,0,neutral,I'll see you later.,0
5,Chandler,5,sadness,Don't go!,0
5,Chandler,5,sadness,I'm sorry.,0
5,Chandler,5,sadness,I'm so sorry!,0
5,Chandler,6,surprise,Look!,0
5,Chandler,1,anger,This guy fell asleep!,1
,,,,,
6,Phoebe,0,neutral,"Yes, and it is my dying wish to have that ring.",0
6,Phoebe,0,neutral,"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity",0
6,Chandler,0,neutral,"Okay, that's enough honey!",0
6,Customer,0,neutral,I don't know.  Let me see the ring.,1
6,Chandler,4,joy,"Great! Okay, here.",0
,,,,,
7,Chandler,0,neutral,What've you been up to?,0
7,Jade,0,neutral,"Oh, you know, the usual, teaching aerobics, partying way too much.",1
7,Jade,0,neutral,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",1
7,Chandler,4,joy,Can you hold on a moment? I have another call.  I love her.,0
,,,,,
7,Chandler,0,neutral,What've you been up to?,0
7,Jade,0,neutral,"Oh, you know, the usual, teaching aerobics, partying way too much.",0
7,Jade,0,neutral,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",0
7,Chandler,4,joy,Can you hold on a moment? I have another call.  I love her.,0
7,Ross,0,neutral,I know.,1
7,Chandler,0,neutral,I'm back.,0
,,,,,
7,Chandler,0,neutral,What've you been up to?,0
7,Jade,0,neutral,"Oh, you know, the usual, teaching aerobics, partying way too much.",0
7,Jade,0,neutral,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",0
7,Chandler,4,joy,Can you hold on a moment? I have another call.  I love her.,0
7,Ross,0,neutral,I know.,0
7,Chandler,0,neutral,I'm back.,0
7,Jade,0,neutral,"So, are we gonna get together or what?",0
7,Chandler,0,neutral,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",0
7,Jade,0,neutral,"Great, I'll see you then.",1
7,Chandler,4,joy,Ok.  Ok. Having a phone has finally paid off.,0
,,,,,
7,Chandler,0,neutral,What've you been up to?,0
7,Jade,0,neutral,"Oh, you know, the usual, teaching aerobics, partying way too much.",0
7,Jade,0,neutral,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",0
7,Chandler,4,joy,Can you hold on a moment? I have another call.  I love her.,0
7,Ross,0,neutral,I know.,0
7,Chandler,0,neutral,I'm back.,0
7,Jade,0,neutral,"So, are we gonna get together or what?",0
7,Chandler,0,neutral,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",0
7,Jade,0,neutral,"Great, I'll see you then.",0
7,Chandler,4,joy,Ok.  Ok. Having a phone has finally paid off.,0
7,Ross,0,neutral,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",1
7,Chandler,0,neutral,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",0
,,,,,
7,Chandler,0,neutral,What've you been up to?,0
7,Jade,0,neutral,"Oh, you know, the usual, teaching aerobics, partying way too much.",0
7,Jade,0,neutral,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",0
7,Chandler,4,joy,Can you hold on a moment? I have another call.  I love her.,0
7,Ross,0,neutral,I know.,0
7,Chandler,0,neutral,I'm back.,0
7,Jade,0,neutral,"So, are we gonna get together or what?",0
7,Chandler,0,neutral,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",0
7,Jade,0,neutral,"Great, I'll see you then.",0
7,Chandler,4,joy,Ok.  Ok. Having a phone has finally paid off.,0
7,Ross,0,neutral,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",0
7,Chandler,0,neutral,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",1
7,Ross,2,disgust,Oh my god. You are pure evil.,0
,,,,,
7,Chandler,0,neutral,What've you been up to?,0
7,Jade,0,neutral,"Oh, you know, the usual, teaching aerobics, partying way too much.",0
7,Jade,0,neutral,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",0
7,Chandler,4,joy,Can you hold on a moment? I have another call.  I love her.,0
7,Ross,0,neutral,I know.,0
7,Chandler,0,neutral,I'm back.,0
7,Jade,0,neutral,"So, are we gonna get together or what?",0
7,Chandler,0,neutral,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",0
7,Jade,0,neutral,"Great, I'll see you then.",0
7,Chandler,4,joy,Ok.  Ok. Having a phone has finally paid off.,0
7,Ross,0,neutral,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",0
7,Chandler,0,neutral,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",0
7,Ross,2,disgust,Oh my god. You are pure evil.,1
7,Chandler,1,anger,"Ok, pure evil , horny and alone . I've done this",0
,,,,,
8,Ross,0,neutral,This is my wedding.,0
8,Monica,1,anger,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",0
8,Ross,0,neutral,Fine. You'll-you'll watch it on video when we get back.,0
8,Chandler,4,joy,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,0
8,Phoebe,0,neutral,Thank you.,0
8,Phoebe,0,neutral,Thank you.,0
8,Ross,4,joy,"All right, let's go! Bye, Pheebs!",1
,,,,,
8,Ross,0,neutral,This is my wedding.,0
8,Monica,1,anger,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",0
8,Ross,0,neutral,Fine. You'll-you'll watch it on video when we get back.,0
8,Chandler,4,joy,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,0
8,Phoebe,0,neutral,Thank you.,0
8,Phoebe,0,neutral,Thank you.,0
8,Ross,4,joy,"All right, let's go! Bye, Pheebs!",0
8,Joey,4,joy,"Bye, Pheebs!",0
8,Joey,4,joy,London baby!!,1
8,Phoebe,4,joy,"Oh, do you need a hug? You don't have to bring me anything!",0
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,1
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",0
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,0
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",1
9,Joey,6,surprise,What?!,0
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,0
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",0
9,Joey,6,surprise,What?!,0
9,Chandler,2,disgust,What's wrong with you?,1
9,Joey,0,neutral,Nothing!,0
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,0
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",0
9,Joey,6,surprise,What?!,0
9,Chandler,2,disgust,What's wrong with you?,0
9,Joey,0,neutral,Nothing!,0
9,Joey,3,fear,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",1
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,0
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",0
9,Joey,6,surprise,What?!,0
9,Chandler,2,disgust,What's wrong with you?,0
9,Joey,0,neutral,Nothing!,1
9,Joey,3,fear,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",1
9,Joey,0,neutral,"But um, I don't think it's anything serious.",1
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,0
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",0
9,Joey,6,surprise,What?!,0
9,Chandler,2,disgust,What's wrong with you?,0
9,Joey,0,neutral,Nothing!,0
9,Joey,3,fear,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",1
9,Joey,0,neutral,"But um, I don't think it's anything serious.",0
9,Chandler,6,surprise,This sounds like a hernia. You have toyou-you go to the doctor!,0
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,0
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",0
9,Joey,6,surprise,What?!,0
9,Chandler,2,disgust,What's wrong with you?,0
9,Joey,0,neutral,Nothing!,0
9,Joey,3,fear,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",0
9,Joey,0,neutral,"But um, I don't think it's anything serious.",0
9,Chandler,6,surprise,This sounds like a hernia. You have toyou-you go to the doctor!,1
9,Joey,3,fear,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",0
,,,,,
9,Chandler,0,neutral,Hey!,0
9,Joey,4,joy,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,0
9,Chandler,2,disgust,"That's great, but shouldn't you be on the toilet right now?",0
9,Joey,6,surprise,What?!,0
9,Chandler,2,disgust,What's wrong with you?,0
